gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,MultipleLines,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,No
Male,0,Yes,Yes,6,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.45,113.5,No
Male,0,No,No,63,Fiber optic,No,No,Yes,No,One year,No,Credit card (automatic),90.45,5825.5,No
Female,0,No,Yes,53,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,No
Female,0,Yes,Yes,14,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,No
Male,0,No,No,36,DSL,No,Yes,No,No,One year,Yes,Mailed check,65.4,2498.4,Yes
Male,0,Yes,Yes,31,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,No
Female,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,,Yes
Female,1,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,Yes
Male,0,Yes,No,25,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,No
Female,0,Yes,Yes,55,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),20.0,1087.25,No
Male,0,No,No,2,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,Yes
Male,0,No,No,34,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,No
Male,0,No,No,39,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,75.25,3017.65,Yes
Male,0,No,No,21,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.7,1558.7,No
Male,0,No,Yes,23,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,No
Male,0,Yes,Yes,17,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,25.15,412.6,No
Male,0,No,No,9,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.25,178.5,Yes
Male,0,No,Yes,39,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,25.0,1004.35,No
Male,0,No,No,39,Fiber optic,No,Yes,No,No,One year,No,Electronic check,81.9,3219.75,No
Female,0,Yes,Yes,51,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,90.15,4554.85,No
Male,0,Yes,Yes,71,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,No
Female,1,Yes,No,70,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,No
Female,1,No,No,1,DSL,No,No,No phone service,No,Month-to-month,No,Electronic check,25.25,25.25,Yes
Male,0,Yes,No,71,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.0,6994.6,No
Male,0,No,No,44,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.5,20.5,No
Male,0,No,No,30,DSL,Yes,Yes,No,Yes,One year,No,Electronic check,70.4,2044.75,No
Male,0,Yes,No,9,DSL,No,Yes,No phone service,Yes,Month-to-month,No,Mailed check,40.65,328.95,Yes
Male,0,Yes,No,71,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,No
Male,0,Yes,Yes,19,Fiber optic,No,Yes,No,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Yes
Female,0,No,No,37,DSL,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),64.65,2347.85,No
Female,0,Yes,Yes,69,,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),61.4,4059.85,No
Male,0,Yes,Yes,69,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No
Male,0,No,No,1,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,50.75,50.75,No
Female,0,Yes,No,57,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-1.0,5497.05,No
Male,0,No,No,28,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),18.25,534.7,No
Female,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.65,38.7,Yes
Male,0,No,Yes,23,DSL,Yes,Yes,No phone service,No,One year,No,Bank transfer (automatic),40.65,947.4,No
Female,0,Yes,Yes,18,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.45,357.0,No
Female,0,No,No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes
Female,0,Yes,No,2,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.05,134.05,No
Female,0,No,No,8,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,No
Female,0,No,No,41,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5,4282.4,No
Male,0,No,No,26,Fiber optic,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,No
Male,1,No,No,2,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes
Female,1,Yes,No,12,DSL,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.2,943.85,No
Male,0,Yes,No,60,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No
Female,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,No
Male,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No
Male,0,No,No,15,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.0,749.25,No
Female,0,No,No,11,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,25.2,245.15,No
Female,0,Yes,No,55,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,No
Male,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.05,79.05,Yes
Male,1,Yes,Yes,52,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,No
Female,0,Yes,No,66,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,No
Female,0,No,No,58,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,No
Male,0,No,No,12,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,912.0,No
Female,0,No,No,15,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.1,679.55,Yes
Male,0,Yes,Yes,1,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,No
Male,0,Yes,Yes,69,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,No
Female,1,No,No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.2,74.2,Yes
Male,0,Yes,Yes,0,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,25.35,,No
Female,0,Yes,No,65,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,No
Female,0,Yes,Yes,57,DSL,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes
Female,0,Yes,Yes,24,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.9,533.5,No
Female,0,No,No,26,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No
Female,0,Yes,Yes,15,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.05,284.3,No
Male,1,Yes,No,36,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes
Female,0,Yes,No,50,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No
Female,0,No,No,54,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.75,5121.75,No
Male,0,Yes,Yes,70,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,25.4,1782.05,No
Female,0,No,Yes,1,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,24.0,24.0,No
Male,0,Yes,No,50,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,No
Male,0,No,No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes
Male,0,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No
Female,0,No,No,12,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.8,1001.2,No
Female,0,Yes,No,18,,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,1594.75,No
Female,0,No,No,3,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.95,212.4,No
Female,1,Yes,No,72,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No
Male,0,No,No,11,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes
Female,1,No,No,7,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No
Male,0,Yes,Yes,56,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No
Female,0,Yes,Yes,38,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.3,749.35,No
Male,0,No,No,19,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.95,1682.4,No
Female,0,No,No,47,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes
Male,0,No,No,18,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes
Female,0,Yes,Yes,60,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No
Male,0,No,No,39,,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.9,791.15,No
Male,0,Yes,Yes,20,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes
Female,0,No,No,6,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes
Male,1,Yes,No,67,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,No
Female,0,Yes,Yes,48,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,82.05,4029.95,Yes
Male,0,No,No,11,,No,No,No phone service,No,Month-to-month,No,Mailed check,34.7,383.55,No
Male,0,Yes,No,3,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,51.15,Yes
Female,0,Yes,No,18,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,No
Male,0,No,No,9,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),19.7,180.7,No
Female,0,Yes,No,70,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.85,1328.35,No
Male,0,No,No,9,,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,No
Male,0,No,No,19,DSL,No,No,No phone service,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,No
Female,0,No,No,9,DSL,Yes,Yes,No phone service,Yes,Month-to-month,No,Mailed check,58.5,539.85,Yes
Male,1,Yes,No,17,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,No
Male,0,Yes,No,29,,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,No
Male,0,No,No,59,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),61.35,3645.5,No
Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No
Male,0,Yes,No,37,DSL,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,2911.8,No
Female,1,No,No,20,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes
Male,0,Yes,No,63,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,No
Female,1,No,No,8,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,85.2,695.75,No
Female,0,No,No,4,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.5,,Yes
Female,1,Yes,No,54,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes
Female,0,No,No,38,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.3,743.05,No
Male,0,Yes,No,72,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No
Female,0,No,No,28,DSL,Yes,No,Yes,No,One year,No,Mailed check,59.0,1654.45,No
Male,1,Yes,No,72,DSL,Yes,Yes,No phone service,Yes,Two year,Yes,Credit card (automatic),64.95,4546.0,No
Male,0,Yes,Yes,67,DSL,Yes,Yes,No,No,One year,No,Mailed check,60.05,3994.05,No
Male,0,Yes,Yes,8,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,No
Female,0,Yes,Yes,18,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,No
Male,0,No,No,7,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,No
Male,0,Yes,Yes,59,DSL,Yes,No,No phone service,No,One year,No,Mailed check,34.8,1980.3,No
Female,0,No,No,44,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.15,2139.1,No
Female,0,Yes,Yes,72,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,24.9,1859.2,No
Female,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes
Female,1,Yes,No,68,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes
Female,0,No,No,30,DSL,No,Yes,No phone service,No,One year,Yes,Credit card (automatic),40.35,1187.05,No
Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.2,5401.9,No
Female,0,No,No,10,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,No
Female,0,No,No,9,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No
Male,0,No,No,3,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,No
Male,0,Yes,No,50,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,19.8,1013.2,No
Male,0,No,No,6,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.15,,No
Female,1,Yes,No,24,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes
Female,0,No,No,22,DSL,No,No,No,Yes,One year,No,Bank transfer (automatic),65.25,1441.8,No
Male,0,No,No,36,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,No
Male,0,Yes,No,53,DSL,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),77.4,4155.95,No
Male,0,Yes,Yes,26,Fiber optic,No,No,No,No,One year,No,Bank transfer (automatic),78.95,2034.25,No
Female,1,Yes,No,19,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,No
Female,0,No,No,13,DSL,No,No,No phone service,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes
Male,0,Yes,No,47,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),19.9,,No
Male,0,No,No,21,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No
Male,0,Yes,No,35,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes
Female,0,No,No,29,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No
Male,1,Yes,No,7,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No
Female,1,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No
Male,0,No,No,11,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,No
Male,0,Yes,No,65,DSL,Yes,No,Yes,No,One year,No,Credit card (automatic),67.05,4309.55,No
Female,0,No,No,15,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes
Male,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No
Male,0,No,No,9,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No
Female,0,Yes,No,62,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,20.7,20.7,No
Female,0,Yes,No,71,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,No
Female,0,Yes,Yes,70,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,24.05,1764.75,No
Female,0,No,Yes,7,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.05,96.8,No
Male,1,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,85.55,408.5,No
Male,0,Yes,No,69,DSL,No,Yes,No phone service,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No
Female,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes
Male,1,Yes,No,14,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No
Male,0,Yes,Yes,55,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.5,1026.35,No
Male,0,No,No,1,,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,No
Male,0,No,No,45,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card (automatic),112.2,5031.85,No
Female,0,Yes,No,71,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.6,1416.5,No
Male,0,Yes,No,8,,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.25,158.35,No
Female,0,Yes,No,33,DSL,Yes,Yes,No phone service,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No
Female,0,No,No,16,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.05,326.65,No
Male,0,No,No,5,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes
Male,0,Yes,Yes,57,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.4,1061.6,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No
Male,0,Yes,Yes,68,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No
Female,0,Yes,No,72,,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No
Male,1,Yes,No,66,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes
Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No
Male,0,Yes,No,56,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes
Male,0,No,No,50,DSL,Yes,No,No phone service,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No
Male,1,Yes,No,4,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No
Male,0,No,Yes,3,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,91.85,257.05,Yes
Female,1,No,No,31,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes
Female,0,Yes,No,29,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,19.55,521.8,No
Male,0,Yes,No,71,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,20.85,1539.75,No
Female,0,Yes,No,15,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.1,711.15,No
Female,0,Yes,Yes,17,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,1607.2,Yes
Male,0,No,No,19,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes
Female,0,Yes,Yes,54,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No
Male,0,Yes,No,31,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No
Male,0,No,Yes,5,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No
Female,0,No,No,68,DSL,No,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No
Male,0,Yes,Yes,69,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes
Male,1,Yes,No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes
Male,0,Yes,No,33,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
Male,0,No,No,59,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No
Female,0,Yes,No,6,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,50.35,314.55,No
Female,0,Yes,No,15,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No
Female,0,Yes,Yes,25,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.05,520.1,No
Male,0,Yes,Yes,71,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No
Male,0,No,No,66,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No
Female,0,No,No,45,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,100.3,4483.95,No
Male,0,Yes,No,63,DSL,Yes,Yes,Yes,No,One year,No,Credit card (automatic),80.0,5040.2,No
Female,0,No,No,17,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.4,358.05,No
Male,0,No,No,30,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No
Female,0,No,No,9,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No
Female,0,Yes,Yes,69,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes
Male,0,Yes,Yes,70,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),68.95,4858.7,No
Female,0,No,No,66,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No
Male,1,Yes,No,71,DSL,Yes,Yes,No phone service,No,Two year,No,Credit card (automatic),46.35,3353.4,No
Female,0,Yes,No,17,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No
Male,0,No,No,27,DSL,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.35,1927.3,No
Male,0,No,No,37,DSL,Yes,Yes,No phone service,No,Two year,Yes,Mailed check,40.55,1390.85,No
Female,0,Yes,No,16,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.7,1374.9,No
Male,0,No,No,43,DSL,No,No,No,No,Two year,Yes,Electronic check,60.0,2548.55,No
Female,0,No,No,1,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No
Female,0,No,No,60,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No
Male,0,No,No,15,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes
Male,1,No,No,45,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No
Female,0,No,No,1,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes
Female,0,No,No,16,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes
Male,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
Male,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.9,324.3,Yes
Male,1,Yes,No,41,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes
Male,0,Yes,Yes,68,Fiber optic,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No
Female,0,No,No,61,Fiber optic,No,No,Yes,No,Month-to-month,No,Mailed check,89.2,5500.6,No
Female,1,Yes,No,42,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes
Female,0,Yes,Yes,64,DSL,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes
Male,1,Yes,No,60,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,97.95,,No
Female,0,No,No,39,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No
Female,0,No,No,8,DSL,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.05,-999.0,No
Female,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,84.3,Yes
Female,1,No,No,70,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No
Male,1,No,No,8,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes
Female,0,Yes,No,46,DSL,Yes,No,No phone service,Yes,Month-to-month,No,Electronic check,45.55,2062.15,No
Male,1,Yes,No,10,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No
