T,RH,AH,PT08_S1_CO,PT08_S2_NMHC,PT08_S3_NOx,PT08_S4_NO2,PT08_S5_O3,NOx_GT,NO2_GT,CO_GT
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,446.0,150.0,3.2
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,407.0,138.0,3.2
13.3,-5.0,1.0376,1325.0,1191.0,564.0,1542.0,1389.0,403.0,130.0,3.3
13.2,72.8,1.0984,1316.0,1099.0,610.0,1451.0,1268.0,412.0,137.0,3.1
12.9,72.1,1.0658,1109.0,855.0,787.0,1220.0,866.0,244.0,121.0,2.1
11.8,76.3,1.0547,1034.0,719.0,858.0,1189.0,845.0,153.0,86.0,1.0
12.4,19.6,0.2797,784.0,744.0,1080.0,802.0,608.0,219.0,102.0,1.2
9.4,27.4,0.3239,993.0,1030.0,805.0,1005.0,1154.0,414.0,146.0,2.3
7.9,39.0,0.4154,1215.0,1167.0,664.0,1181.0,1426.0,600.0,164.0,3.6
6.3,44.7,0.4293,879.0,722.0,1014.0,878.0,873.0,-200.0,-200.0,1.0
5.2,73.1,0.6535,1228.0,1068.0,658.0,1264.0,1238.0,405.0,134.0,3.0
8.9,57.4,0.6575,934.0,766.0,878.0,1047.0,836.0,269.0,111.0,2.9
9.4,44.9,0.5296,838.0,699.0,1015.0,944.0,546.0,152.0,89.0,2.2
8.4,45.4,0.5035,1037.0,1047.0,869.0,1159.0,1042.0,355.0,151.0,4.1
6.5,41.7,0.4047,1175.0,1248.0,661.0,1308.0,1377.0,516.0,175.0,3.9
4.5,51.8,0.4418,932.0,701.0,944.0,875.0,936.0,254.0,124.0,0.9
8.1,32.5,0.3516,1028.0,1025.0,774.0,1024.0,1160.0,357.0,136.0,3.3
11.0,33.0,0.4331,1205.0,1079.0,652.0,1168.0,1476.0,512.0,175.0,3.3
8.0,55.9,0.6018,1419.0,1254.0,524.0,1406.0,1950.0,670.0,167.0,6.0
9.4,66.1,0.7816,1505.0,1168.0,525.0,1447.0,2066.0,567.0,169.0,5.9
8.9,70.5,0.8056,1251.0,924.0,644.0,1246.0,1568.0,231.0,106.0,2.0
12.1,61.8,0.8723,1331.0,966.0,633.0,1266.0,1745.0,266.0,159.0,2.4
11.2,70.8,0.9386,1651.0,1234.0,501.0,1513.0,2020.0,527.0,184.0,4.6
10.8,78.7,1.0202,900.0,522.0,1242.0,1070.0,471.0,61.0,55.0,0.5
11.5,72.6,0.9846,1036.0,685.0,942.0,1168.0,776.0,183.0,112.0,1.0
12.8,65.5,0.964,1124.0,799.0,775.0,1231.0,969.0,277.0,134.0,1.6
12.3,75.4,1.0768,1423.0,1116.0,553.0,1531.0,1369.0,550.0,146.0,3.5
11.6,68.9,0.9411,954.0,630.0,988.0,1107.0,664.0,134.0,92.0,1.1
11.5,67.4,0.9106,875.0,548.0,1165.0,1049.0,525.0,-200.0,-200.0,0.6
12.5,57.3,0.8269,862.0,535.0,1193.0,1020.0,524.0,93.0,67.0,0.5
11.5,68.7,0.9302,1205.0,943.0,688.0,1361.0,1052.0,368.0,133.0,1.9
15.0,57.2,0.9698,1034.0,763.0,840.0,1192.0,761.0,163.0,97.0,1.4
9.8,69.4,0.8397,916.0,623.0,962.0,1064.0,725.0,-200.0,-200.0,-200.0
9.7,73.1,0.8772,1088.0,839.0,760.0,1236.0,951.0,-200.0,-200.0,-200.0
9.1,77.1,0.8947,1456.0,1389.0,443.0,1808.0,1504.0,-200.0,-200.0,-200.0
11.1,55.3,0.7325,938.0,729.0,874.0,1060.0,702.0,-200.0,-200.0,-200.0
11.2,45.1,0.5971,1033.0,939.0,729.0,1159.0,979.0,-200.0,-200.0,-200.0
12.1,31.1,0.4383,844.0,689.0,1040.0,867.0,545.0,-200.0,-200.0,-200.0
12.3,29.7,0.4226,900.0,794.0,906.0,930.0,710.0,-200.0,-200.0,-200.0
7.4,45.7,0.4714,744.0,431.0,1539.0,778.0,345.0,-200.0,-200.0,-200.0
6.9,49.3,0.4913,753.0,426.0,1568.0,792.0,337.0,-200.0,-200.0,-200.0
12.0,31.1,0.434,912.0,794.0,885.0,943.0,731.0,-200.0,-200.0,-200.0
12.7,28.4,0.416,872.0,717.0,991.0,882.0,592.0,-200.0,-200.0,-200.0
9.8,34.0,0.4112,932.0,817.0,883.0,942.0,854.0,-200.0,-200.0,-200.0
6.8,48.6,0.4822,1011.0,782.0,846.0,992.0,1019.0,225.0,113.0,1.7
12.5,32.3,0.467,1085.0,896.0,760.0,1049.0,1138.0,299.0,147.0,2.2
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,470.0,160.0,2.9
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,728.0,190.0,5.0
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,561.0,174.0,3.4
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,608.0,196.0,3.3
7.9,72.1,0.7679,1219.0,889.0,649.0,1186.0,1405.0,260.0,111.0,2.0
7.6,72.7,0.7598,1187.0,850.0,653.0,1169.0,1383.0,242.0,109.0,1.7
7.5,71.7,0.7439,1225.0,904.0,644.0,1194.0,1460.0,267.0,110.0,1.8
8.6,69.0,0.7732,1489.0,1193.0,497.0,1475.0,1776.0,670.0,148.0,3.7
15.6,54.0,0.9515,1124.0,805.0,726.0,1233.0,938.0,240.0,128.0,1.6
12.6,57.7,0.8387,1341.0,1142.0,536.0,1454.0,1537.0,564.0,168.0,3.3
7.2,78.5,0.803,1478.0,1357.0,473.0,1652.0,1639.0,723.0,178.0,5.7
7.4,150.0,0.7434,973.0,675.0,903.0,1029.0,905.0,184.0,94.0,1.2
12.6,65.2,0.9474,1616.0,1363.0,442.0,1701.0,1918.0,833.0,196.0,5.5
13.5,62.6,0.9644,1198.0,943.0,647.0,1307.0,1291.0,371.0,151.0,2.4
14.1,59.6,0.9563,1102.0,813.0,764.0,1204.0,1000.0,213.0,123.0,1.6
14.0,61.4,0.9773,1120.0,826.0,750.0,1222.0,974.0,242.0,127.0,1.7
13.2,64.2,0.9706,1112.0,791.0,764.0,1216.0,934.0,218.0,118.0,1.3
12.5,67.3,0.9743,929.0,556.0,1035.0,1094.0,575.0,60.0,46.0,0.6
13.1,63.4,0.9535,944.0,586.0,977.0,1090.0,586.0,93.0,61.0,0.6
13.2,69.9,1.0526,1052.0,704.0,807.0,1210.0,909.0,141.0,96.0,1.2
14.0,65.4,1.0427,1451.0,1298.0,452.0,1744.0,1634.0,575.0,148.0,2.6
14.1,66.0,1.0539,1372.0,1210.0,484.0,1629.0,1491.0,420.0,139.0,2.0
12.3,68.0,0.9734,977.0,629.0,908.0,1129.0,835.0,106.0,78.0,0.7
11.7,69.8,0.9612,1126.0,775.0,760.0,1205.0,1019.0,236.0,101.0,1.3
12.1,67.6,0.95,1474.0,1268.0,502.0,1677.0,1503.0,583.0,136.0,3.2
13.4,57.9,0.8895,1363.0,1192.0,499.0,1501.0,1637.0,531.0,148.0,3.1
13.2,61.8,0.9313,1428.0,1288.0,465.0,1580.0,1629.0,487.0,146.0,3.6
12.6,63.9,0.9307,1438.0,1251.0,470.0,1593.0,1622.0,595.0,156.0,4.1
8.8,79.4,0.9033,1182.0,951.0,634.0,1327.0,1143.0,479.0,109.0,1.8
6.9,80.7,0.8054,1027.0,824.0,753.0,1171.0,969.0,-200.0,-200.0,1.6
6.2,82.1,0.7825,915.0,695.0,883.0,1094.0,826.0,192.0,86.0,1.1
7.0,77.3,0.7759,891.0,666.0,931.0,1058.0,798.0,161.0,77.0,0.9
7.1,73.9,0.7515,1090.0,830.0,744.0,1125.0,1056.0,224.0,98.0,1.8
7.1,73.5,0.7439,1032.0,736.0,809.0,1064.0,973.0,176.0,90.0,1.3
6.8,74.8,0.7423,1472.0,1418.0,459.0,1681.0,1554.0,756.0,159.0,5.0
12.2,56.9,0.8068,1216.0,1134.0,566.0,1403.0,1336.0,360.0,138.0,2.7
5.6,72.3,0.6627,1128.0,977.0,673.0,1199.0,1202.0,448.0,153.0,2.4
12.3,46.3,0.6597,1194.0,1061.0,622.0,1257.0,1473.0,459.0,182.0,3.2
5.2,70.0,0.6232,1231.0,1017.0,655.0,1207.0,1414.0,492.0,151.0,3.0
5.2,67.8,0.6028,1289.0,1104.0,623.0,1257.0,1499.0,531.0,165.0,3.8
5.1,65.5,0.5811,1062.0,884.0,748.0,1062.0,1172.0,293.0,128.0,2.1
4.0,69.5,0.5706,1028.0,813.0,794.0,1019.0,1076.0,-200.0,-200.0,1.7
11.4,32.0,0.431,819.0,576.0,1142.0,809.0,492.0,114.0,85.0,0.8
8.1,37.9,0.41,1013.0,873.0,820.0,984.0,985.0,369.0,167.0,2.2
6.6,42.6,0.4179,953.0,771.0,905.0,936.0,895.0,248.0,145.0,1.5
6.4,44.2,0.428,916.0,701.0,954.0,899.0,791.0,197.0,133.0,1.4
10.5,34.7,0.4393,1149.0,1096.0,639.0,1219.0,1476.0,474.0,178.0,2.7
4.2,58.1,0.4832,1092.0,875.0,751.0,1010.0,1347.0,298.0,143.0,1.9
4.2,57.1,0.4743,950.0,680.0,936.0,914.0,1028.0,181.0,106.0,0.9
6.4,82.9,0.8022,1523.0,1342.0,466.0,1588.0,1677.0,745.0,184.0,4.2
9.9,79.8,0.9725,1106.0,733.0,822.0,1208.0,902.0,165.0,109.0,0.4
8.7,55.1,0.6228,923.0,715.0,915.0,1015.0,646.0,170.0,112.0,0.7
9.0,50.4,0.5809,1061.0,962.0,721.0,1167.0,942.0,257.0,141.0,2.3
7.1,56.0,0.569,822.0,493.0,1278.0,876.0,453.0,50.0,45.0,0.6
7.6,53.5,0.5605,1298.0,1217.0,552.0,1409.0,1444.0,704.0,169.0,4.2
15.4,23.5,0.4076,1107.0,1134.0,639.0,1172.0,1299.0,482.0,167.0,3.0
8.0,52.2,0.5623,1082.0,801.0,780.0,1035.0,1200.0,211.0,119.0,1.8
7.9,60.0,0.6406,1578.0,1527.0,419.0,1761.0,2086.0,875.0,179.0,5.7
12.8,46.9,0.6919,1300.0,1113.0,573.0,1291.0,1845.0,402.0,142.0,2.9
13.5,51.5,0.793,1551.0,1303.0,469.0,1520.0,2171.0,435.0,99.0,3.3
6.7,78.7,0.7779,1326.0,1087.0,571.0,1333.0,1398.0,-200.0,-200.0,0.9
5.7,80.5,0.7416,1331.0,1106.0,568.0,1322.0,1383.0,497.0,144.0,0.9
5.2,81.4,0.7276,1288.0,1036.0,590.0,1242.0,1413.0,582.0,183.0,0.4
14.9,49.9,0.8394,1380.0,1206.0,515.0,1500.0,1677.0,455.0,186.0,1.3
4.2,50.8,0.4234,969.0,788.0,854.0,938.0,1006.0,224.0,139.0,-200.0
3.1,51.0,0.3947,849.0,552.0,1165.0,812.0,737.0,93.0,77.0,-200.0
3.1,53.5,0.4123,956.0,735.0,915.0,942.0,945.0,189.0,121.0,-200.0
8.3,41.3,0.4533,1138.0,940.0,706.0,1088.0,1359.0,328.0,169.0,-200.0
7.3,68.1,0.6979,1075.0,749.0,827.0,1050.0,899.0,154.0,123.0,-200.0
6.9,52.8,0.5293,1094.0,967.0,682.0,1147.0,1136.0,355.0,203.0,2.0
10.7,37.2,0.4788,981.0,804.0,829.0,997.0,783.0,191.0,127.0,0.7
6.9,42.5,0.4257,976.0,870.0,795.0,971.0,861.0,221.0,152.0,1.2
6.6,43.2,0.4247,872.0,689.0,970.0,866.0,631.0,142.0,107.0,0.3
6.1,42.6,0.4041,800.0,541.0,1250.0,779.0,407.0,71.0,58.0,-200.0
4.1,52.5,0.4351,853.0,616.0,1071.0,870.0,491.0,113.0,87.0,0.1
3.9,50.9,0.4144,763.0,428.0,1532.0,757.0,296.0,31.0,30.0,-200.0
2.7,53.9,0.4062,744.0,383.0,1881.0,720.0,253.0,17.0,17.0,-200.0
2.8,54.4,0.411,774.0,441.0,1646.0,760.0,282.0,42.0,35.0,-200.0
5.7,43.1,0.3984,902.0,721.0,924.0,900.0,666.0,203.0,133.0,0.3
6.6,41.2,0.4046,922.0,716.0,930.0,893.0,643.0,192.0,115.0,1.2
5.7,33.9,0.3131,981.0,886.0,819.0,928.0,912.0,266.0,170.0,2.1
2.5,51.0,0.3778,879.0,642.0,1027.0,836.0,545.0,140.0,101.0,1.1
3.3,46.8,0.3671,908.0,653.0,980.0,847.0,551.0,165.0,118.0,1.4
2.9,49.0,0.3725,865.0,561.0,1102.0,791.0,434.0,103.0,83.0,1.0
3.2,46.9,0.3658,863.0,560.0,1107.0,787.0,430.0,101.0,82.0,1.0
2.7,43.2,0.3259,805.0,465.0,1358.0,736.0,382.0,74.0,62.0,0.5
7.2,34.2,0.3488,890.0,585.0,1097.0,776.0,454.0,129.0,92.0,1.0
3.4,38.9,0.3076,891.0,650.0,987.0,782.0,586.0,174.0,126.0,1.5
3.7,33.9,0.2732,1049.0,863.0,826.0,923.0,979.0,350.0,198.0,1.8
4.4,38.8,0.328,1201.0,1116.0,617.0,1130.0,1469.0,-200.0,-200.0,-200.0
5.4,43.5,0.3922,1109.0,863.0,737.0,960.0,1527.0,360.0,208.0,2.1
4.4,58.8,0.4979,1491.0,1215.0,503.0,1343.0,2038.0,878.0,196.0,4.1
9.5,47.2,0.5589,1451.0,1264.0,497.0,1408.0,1965.0,683.0,181.0,3.7
11.8,44.4,0.6118,1432.0,1264.0,487.0,1476.0,1888.0,660.0,179.0,4.2
7.3,43.8,0.4505,1054.0,818.0,777.0,966.0,1210.0,289.0,150.0,3.0
3.4,66.7,0.5281,1126.0,869.0,680.0,1075.0,1222.0,-200.0,-200.0,2.9
13.7,19.9,0.3114,1028.0,983.0,728.0,979.0,1048.0,337.0,133.0,2.2
14.5,18.0,0.2956,1010.0,940.0,759.0,960.0,1027.0,329.0,124.0,1.8
13.2,20.4,0.3074,1113.0,1096.0,645.0,1092.0,1359.0,465.0,158.0,3.1
1.3,64.8,0.441,1382.0,1202.0,534.0,1352.0,1630.0,728.0,275.0,3.0
12.2,44.8,0.6342,1713.0,1605.0,383.0,1870.0,2186.0,980.0,212.0,6.7
10.3,52.4,0.6578,1655.0,1527.0,393.0,1758.0,2203.0,966.0,249.0,6.4
6.3,65.1,0.6237,1368.0,1164.0,524.0,1350.0,1674.0,528.0,217.0,3.0
14.5,28.3,0.4665,1019.0,825.0,781.0,994.0,901.0,229.0,138.0,1.2
7.7,41.9,0.4409,1125.0,1025.0,653.0,1147.0,1200.0,356.0,207.0,2.6
7.1,43.9,0.4433,1130.0,968.0,680.0,1102.0,1220.0,467.0,208.0,2.8
6.4,36.8,0.3566,999.0,821.0,846.0,915.0,926.0,263.0,174.0,1.6
4.9,43.7,0.3809,938.0,685.0,934.0,870.0,840.0,214.0,157.0,1.1
4.0,39.2,0.3228,963.0,749.0,900.0,834.0,869.0,251.0,173.0,1.8
5.4,36.6,0.3304,896.0,627.0,1033.0,782.0,610.0,158.0,126.0,1.1
4.5,38.1,0.3249,885.0,582.0,1072.0,760.0,517.0,104.0,92.0,1.0
5.6,40.5,0.3704,1161.0,996.0,639.0,1067.0,1396.0,471.0,281.0,2.8
10.8,25.2,0.3251,1029.0,835.0,771.0,897.0,1002.0,262.0,182.0,1.7
7.1,39.6,0.4019,988.0,738.0,843.0,906.0,893.0,209.0,154.0,1.6
5.9,45.1,0.4211,991.0,653.0,944.0,885.0,931.0,228.0,146.0,1.0
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,275.0,187.0,1.9
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,0.8
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,120.0,100.0,0.6
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,446.0,203.0,3.3
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,108.0,95.0,1.6
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,178.0,134.0,1.7
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,211.0,148.0,2.3
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,107.0,91.0,1.6
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,1227.0,326.0,6.6
5.8,64.3,0.5964,1494.0,1124.0,504.0,1313.0,1931.0,541.0,211.0,4.2
5.0,66.6,0.5871,1326.0,967.0,578.0,1174.0,1699.0,490.0,216.0,3.6
11.0,53.6,0.7033,1707.0,1378.0,416.0,1637.0,2225.0,851.0,248.0,4.6
11.1,56.9,0.7506,1795.0,1382.0,410.0,1609.0,2355.0,894.0,262.0,5.2
10.2,60.0,0.7461,1755.0,1352.0,417.0,1587.0,2375.0,839.0,241.0,5.0
9.4,77.7,0.9203,1574.0,1093.0,497.0,1451.0,1808.0,478.0,180.0,3.1
18.7,48.0,1.0259,1198.0,758.0,698.0,1277.0,1001.0,142.0,107.0,1.2
13.7,42.9,0.6687,984.0,694.0,881.0,1032.0,711.0,141.0,116.0,1.0
10.9,55.9,0.7312,1115.0,778.0,749.0,1158.0,994.0,203.0,135.0,1.4
9.4,44.9,0.5296,1233.0,1030.0,619.0,1257.0,1291.0,388.0,176.0,2.3
10.3,45.4,0.5666,1140.0,958.0,627.0,1175.0,1200.0,366.0,193.0,2.5
13.6,22.7,0.3529,940.0,829.0,823.0,901.0,716.0,209.0,140.0,1.4
8.8,31.2,0.3533,988.0,839.0,803.0,936.0,963.0,202.0,139.0,1.6
6.1,40.8,0.3868,850.0,529.0,1183.0,780.0,385.0,64.0,56.0,0.4
12.8,19.8,0.2933,889.0,734.0,942.0,801.0,566.0,216.0,134.0,1.2
6.6,37.5,0.3664,1145.0,946.0,699.0,1015.0,1409.0,366.0,182.0,2.1
6.3,40.1,0.3842,1134.0,912.0,707.0,999.0,1376.0,336.0,182.0,1.9
4.4,47.5,0.4017,1141.0,898.0,689.0,1014.0,1356.0,320.0,174.0,2.0
9.6,31.3,0.3763,997.0,825.0,790.0,948.0,852.0,226.0,139.0,1.5
5.4,43.8,0.3945,1196.0,1014.0,643.0,1101.0,1334.0,375.0,192.0,2.7
5.7,42.1,0.3885,1102.0,897.0,715.0,1024.0,1196.0,326.0,173.0,2.3
7.7,42.1,0.444,1190.0,1000.0,624.0,1152.0,1280.0,485.0,202.0,2.7
7.4,47.2,0.4871,1219.0,1081.0,590.0,1246.0,1244.0,378.0,200.0,3.3
6.4,50.2,0.485,904.0,530.0,1079.0,846.0,438.0,79.0,60.0,0.5
11.3,31.7,0.4249,1016.0,845.0,771.0,987.0,818.0,270.0,134.0,1.7
7.4,43.8,0.4538,1122.0,831.0,722.0,982.0,1317.0,393.0,210.0,2.3
7.8,55.7,0.5914,920.0,506.0,1142.0,905.0,453.0,61.0,56.0,0.5
9.1,56.2,0.6515,1023.0,623.0,916.0,976.0,571.0,120.0,97.0,1.1
7.9,66.5,0.7124,1037.0,636.0,891.0,1024.0,582.0,151.0,112.0,1.1
8.6,57.3,0.6429,1037.0,665.0,854.0,1013.0,633.0,156.0,114.0,1.3
4.5,79.2,0.6751,886.0,464.0,1273.0,919.0,357.0,-200.0,-200.0,0.6
3.3,84.3,0.6617,949.0,589.0,987.0,1001.0,464.0,77.0,63.0,0.6
5.8,77.8,0.7223,1177.0,931.0,656.0,1281.0,979.0,293.0,193.0,2.2
6.4,70.7,0.6848,961.0,643.0,914.0,1046.0,825.0,163.0,124.0,1.2
3.9,83.1,0.6787,888.0,511.0,1112.0,963.0,512.0,71.0,66.0,0.7
3.4,84.5,0.664,987.0,628.0,929.0,1035.0,691.0,170.0,117.0,0.9
7.4,69.3,0.7165,1174.0,1010.0,613.0,1305.0,1050.0,360.0,218.0,2.5
6.4,70.6,0.6834,1068.0,896.0,702.0,1177.0,848.0,339.0,222.0,2.2
3.1,83.0,0.6419,944.0,697.0,881.0,1022.0,688.0,243.0,167.0,1.4
3.9,79.5,0.6482,992.0,694.0,900.0,1020.0,756.0,266.0,169.0,1.2
4.9,78.2,0.6826,1160.0,990.0,632.0,1254.0,1090.0,403.0,238.0,2.5
4.3,81.0,0.677,895.0,545.0,1080.0,964.0,685.0,-200.0,-200.0,0.7
4.6,82.0,0.6997,1093.0,836.0,728.0,1142.0,1025.0,414.0,232.0,1.8
5.5,79.5,0.7238,1060.0,784.0,770.0,1117.0,941.0,314.0,196.0,1.4
5.3,84.1,0.753,1181.0,905.0,657.0,1215.0,1106.0,356.0,202.0,2.5
5.1,83.5,0.7416,1059.0,773.0,767.0,1127.0,984.0,233.0,157.0,1.5
2.8,74.0,0.5591,1082.0,843.0,729.0,1061.0,1090.0,-200.0,-200.0,2.1
9.8,43.3,0.5238,959.0,717.0,892.0,939.0,664.0,171.0,113.0,2.4
6.7,59.1,0.5848,1129.0,920.0,689.0,1139.0,1182.0,331.0,169.0,3.8
3.5,68.8,0.5458,1035.0,805.0,790.0,1022.0,1038.0,-200.0,-200.0,3.0
12.6,30.6,0.446,955.0,706.0,888.0,884.0,616.0,168.0,120.0,1.4
10.3,32.9,0.4131,943.0,714.0,898.0,868.0,609.0,191.0,131.0,1.8
10.0,35.5,0.4346,895.0,622.0,1012.0,804.0,471.0,149.0,115.0,1.1
1.6,37.9,0.2645,938.0,903.0,790.0,885.0,798.0,309.0,141.0,2.4
1.4,38.0,0.2615,939.0,872.0,814.0,870.0,793.0,297.0,142.0,2.5
-0.1,37.5,0.2326,716.0,390.0,1804.0,551.0,221.0,29.0,27.0,0.2
0.6,36.8,0.2388,905.0,818.0,853.0,840.0,790.0,354.0,143.0,1.9
1.4,36.5,0.2503,1009.0,958.0,751.0,935.0,1006.0,342.0,156.0,2.8
0.2,30.2,0.191,790.0,597.0,1184.0,637.0,465.0,141.0,102.0,0.9
-1.2,47.2,0.27,831.0,537.0,1158.0,722.0,768.0,124.0,96.0,0.5
5.9,50.2,0.4706,1337.0,1212.0,529.0,1406.0,1756.0,717.0,211.0,4.2
7.3,39.4,0.4035,1111.0,931.0,687.0,1069.0,1368.0,389.0,186.0,2.1
3.7,74.4,0.5992,1393.0,1204.0,506.0,1497.0,1568.0,719.0,167.0,3.7
6.9,60.0,0.5977,1029.0,762.0,820.0,1049.0,1065.0,221.0,153.0,1.6
6.3,59.8,0.5761,1100.0,810.0,768.0,1070.0,1158.0,327.0,172.0,2.2
4.9,62.6,0.5477,1041.0,732.0,789.0,1003.0,1076.0,-200.0,-200.0,1.5
13.0,30.3,0.452,978.0,772.0,870.0,955.0,586.0,162.0,117.0,1.1
13.3,28.9,0.4399,1008.0,843.0,787.0,998.0,705.0,199.0,136.0,1.6
11.5,30.1,0.4067,973.0,778.0,839.0,916.0,723.0,257.0,167.0,1.7
10.1,33.2,0.4115,1069.0,923.0,735.0,1036.0,875.0,228.0,162.0,2.3
8.6,38.1,0.4282,1055.0,821.0,797.0,942.0,949.0,321.0,194.0,2.5
7.5,43.8,0.4551,982.0,714.0,879.0,905.0,747.0,203.0,158.0,1.5
10.2,25.6,0.3181,890.0,726.0,921.0,779.0,523.0,218.0,136.0,1.3
16.5,14.9,0.2775,997.0,975.0,739.0,926.0,947.0,377.0,164.0,2.3
17.6,34.1,0.6781,1201.0,882.0,638.0,1189.0,948.0,198.0,102.0,1.7
18.0,33.1,0.6779,1238.0,985.0,592.0,1271.0,1252.0,229.0,114.0,1.9
12.8,46.2,0.6794,1573.0,1436.0,407.0,1747.0,2056.0,679.0,207.0,5.3
19.5,15.3,0.3431,1008.0,946.0,705.0,1016.0,942.0,334.0,148.0,2.2
20.2,14.4,0.337,962.0,807.0,821.0,901.0,745.0,268.0,131.0,1.8
19.8,16.0,0.3632,1048.0,925.0,721.0,1022.0,941.0,284.0,137.0,1.9
11.5,35.9,0.4862,1274.0,1136.0,547.0,1233.0,1741.0,684.0,229.0,4.2
5.7,49.4,0.4551,952.0,662.0,905.0,887.0,1024.0,155.0,111.0,1.0
4.5,56.3,0.48,928.0,631.0,985.0,908.0,884.0,148.0,89.0,0.6
7.1,50.0,0.5067,1452.0,1370.0,445.0,1581.0,1817.0,679.0,189.0,3.5
11.1,38.4,0.5066,1415.0,1278.0,483.0,1399.0,1870.0,796.0,211.0,3.0
19.3,29.9,0.6604,1260.0,1059.0,544.0,1319.0,1161.0,417.0,180.0,1.7
10.3,55.9,0.7014,1189.0,797.0,688.0,1157.0,1213.0,312.0,174.0,1.0
10.2,57.9,0.7191,1128.0,740.0,705.0,1113.0,1064.0,195.0,134.0,0.3
9.8,68.9,0.8329,979.0,547.0,952.0,1039.0,470.0,73.0,55.0,-200.0
14.2,51.5,0.8313,1180.0,846.0,646.0,1206.0,791.0,246.0,137.0,0.7
18.0,35.4,0.7233,1083.0,804.0,702.0,1105.0,615.0,208.0,128.0,0.3
12.5,55.4,0.7999,1017.0,641.0,892.0,1044.0,482.0,157.0,107.0,0.1
12.3,51.8,0.7384,944.0,551.0,1063.0,985.0,381.0,98.0,68.0,-200.0
13.7,51.9,0.8106,1243.0,1006.0,572.0,1349.0,1395.0,497.0,170.0,3.5
20.2,32.2,0.7526,1263.0,1008.0,597.0,1308.0,1121.0,391.0,158.0,2.4
12.7,62.8,0.9198,1166.0,880.0,631.0,1280.0,1238.0,248.0,149.0,1.6
11.1,66.1,0.8738,960.0,582.0,933.0,1062.0,657.0,90.0,69.0,0.7
10.4,62.7,0.7909,1370.0,1118.0,495.0,1459.0,1406.0,506.0,151.0,2.6
13.0,53.9,0.8036,1471.0,1265.0,434.0,1655.0,1617.0,485.0,158.0,3.3
16.4,44.6,0.8242,1447.0,1167.0,466.0,1514.0,1694.0,684.0,194.0,4.0
22.2,25.5,0.6752,1171.0,977.0,608.0,1234.0,905.0,292.0,142.0,2.2
18.0,36.0,0.7345,1610.0,1573.0,381.0,1890.0,1932.0,766.0,243.0,6.3
9.0,65.4,0.7532,938.0,559.0,942.0,1026.0,850.0,147.0,97.0,0.6
8.7,64.3,0.7257,1228.0,984.0,588.0,1293.0,1222.0,390.0,129.0,2.1
21.0,28.0,0.6904,1494.0,1460.0,420.0,1682.0,1827.0,641.0,227.0,4.8
10.1,61.9,0.7631,959.0,578.0,909.0,1016.0,822.0,100.0,81.0,-200.0
13.2,51.0,0.7704,1583.0,1457.0,376.0,1808.0,1976.0,745.0,189.0,5.6
24.3,24.7,0.7407,1269.0,1016.0,579.0,1273.0,1383.0,388.0,189.0,2.2
27.8,20.0,0.7378,1216.0,1013.0,576.0,1277.0,967.0,322.0,161.0,2.2
12.4,52.2,0.7513,1101.0,809.0,690.0,1123.0,1201.0,224.0,150.0,1.4
18.8,33.5,0.7186,1323.0,1144.0,502.0,1405.0,1568.0,457.0,187.0,3.1
25.6,21.7,0.7039,1301.0,1152.0,525.0,1343.0,1151.0,479.0,219.0,3.4
16.7,42.5,0.8002,1545.0,1403.0,407.0,1743.0,1821.0,571.0,223.0,5.3
11.8,68.3,0.9432,1206.0,849.0,640.0,1245.0,1127.0,307.0,163.0,2.2
12.8,64.4,0.9448,1285.0,1009.0,517.0,1452.0,1366.0,380.0,153.0,2.7
15.8,51.3,0.9144,1242.0,935.0,584.0,1327.0,1127.0,297.0,164.0,2.2
19.5,40.2,0.901,1165.0,839.0,652.0,1214.0,867.0,220.0,140.0,1.8
18.2,45.9,0.9488,1223.0,883.0,614.0,1289.0,968.0,266.0,156.0,1.9
13.2,64.8,0.9801,1027.0,684.0,788.0,1149.0,666.0,132.0,94.0,1.1
13.3,62.4,0.946,970.0,618.0,888.0,1095.0,611.0,112.0,84.0,0.7
15.4,54.0,0.9385,1144.0,821.0,651.0,1262.0,988.0,214.0,123.0,1.5
21.3,35.6,0.8924,988.0,600.0,912.0,1033.0,415.0,110.0,82.0,0.9
19.3,41.6,0.923,1167.0,838.0,660.0,1227.0,825.0,240.0,128.0,1.7
